id,exp,sol
GR32A,5,3
GR33A,5,3
GR34A,5,4
GR35A,3,5
GR36A,5,2
GR37A,4,0
GR38A,5,5
GR39A,0,0
GR40A,0,0
GR41A,5,0
GR42A,3,0
GR43A,3,0
GR44A,5,3
GR46A,5,0
GR47A,4,2
GR48A,4,4
GR49A,5,4
GR51A,3,5
GR52A,5,5
GR53A,0,0
GR54A,5,2
GR55A,5,5
GR56A,5,4
GR57A,5,5
GR58A,5,5
GR59A,0,0
GR5,5,0
GR60A,5,0
GR61A,5,5
GR62A,5,5
GR63A,5,5
GR64A,0,0
GR66A,5,5
GR68A,5,3
GR69A,5,5
GR70A,4,2
GR72A,5,3
GR73A,5,0
GR74A,5,2
GR75A,4,0
GR77A,5,2
GR78A,4,2
GR79A,5,0
GR80A,5,3
GR81A,5,2
GSR111,5,5
GSR11,5,2
GSR12,3,3
GSR132,3,2
GSR134,3,4
GSR139,4,4
GSR13,5,5
GSR143A,5,5
GSR145,5,5
GSR147,3,2
GSR14,0,0
GSR156,5,0
GSR157,4,0
GSR15,0,0
GSR160,5,0
GSR161,0,0
GSR167,0,0
GSR168,5,5
GSR169,5,0
GSR16,5,5
GSR172,0,0
GSR173,5,3
GSR174,5,0
GSR176,4,0
GSR177,3,3
GSR178,1,5
GSR179,2,5
GSR17,3,0
GSR180,0,0
GSR181,2,5
GSR182,0,0
GSR183,2,5
GSR184,3,5
GSR186,0,0
GSR187,4,5
GSR189,2,4
GSR18,3,1
GSR190,0,0
GSR191,3,1
GSR192,4,1
GSR193,2,5
GSR194,2,5
GSR195,5,5
GSR196,5,3
GSR197,5,5
GSR198,3,3
GSR19,0,0
GSR1,5,2
GSR200,5,0
GSR201,0,0
GSR202,5,1
GSR204,3,5
GSR20,5,5
GSR22,0,0
GSR23,0,0
GSR24,5,2
GSR26,0,0
GSR27,0,0
GSR28,0,0
GSR29,3,5
GSR2,5,0
GSR30,1,0
GSR32,1,0
GSR33,0,0
GSR34,3,3
GSR35,3,0
GSR36,3,0
GSR37,5,3
GSR38,3,2
GSR39,0,0
GSR40,5,3
GSR41,1,0
GSR42,3,3
GSR43,0,0
GSR45,0,0
GSR46,5,3
GSR47,0,0
GSR48,0,0
GSR49,3,1
GSR4,0,0
GSR50,0,0
GSR51,2,0
GSR52,5,5
GSR54,0,0
GSR55,0,1
GSR56,2,2
GSR57,0,0
GSR58,3,3
GSR59,3,4
GSR5,0,0
GSR60,0,0
GSR61,0,0
GSR62,5,3
GSR63,4,3
GSR64,4,3
GSR65,4,2
GSR66,5,3
GSR67,2,1
GSR68,4,5
GSR69,4,4
GSR6,3,3
GSR70,4,2
GSR71,4,4
GSR72,3,0
GSR73,4,0
GSR7,0,0
GSR8,5,1
HDR10,5,5
HDR13,5,5
HDR14,5,3
HDR15,5,5
HDR18,5,0
HDR1,5,0
HDR20,4,4
HDR26,2,0
HDR27,5,0
HDR28A,4,3
HDR28,1,0
HDR29,0,0
HDR2,5,1
HDR30,3,3
HDR31,5,0
HDR32,2,0
HDR33,5,5
HDR34,1,0
HDR35,3,1
HDR36,0,0
HDR37,1,1
HDR38,2,1
HDR39,1,0
HDR3,5,5
HDR40,2,2
HDR41,3,3
HDR42,5,0
HDR43,4,0
HDR44,0,0
HDR45,4,4
HDR46,4,3
HDR47,4,0
HDR48,5,0
HDR4,5,0
HDR58,5,3
HDR5,5,0
HDR60,5,4
HDR61,4,3
HDR62,5,3
HDR65,5,0
HDR66,5,2
HDR67,5,4
HDR6,5,0
HDR71,3,3
HDR72,0,0
HDR73,4,3
HDR74,5,5
HDR75,0,0
HDR76,3,0
HDR77,3,3
HDR78,5,0
HDR79,0,0
HDR7,5,0
HDR81,3,3
HDR82,4,3
HDR84,3,4
HDR85,5,4
HDR86,4,5
HDR88,4,0
HDR89A,4,5
HDR89B,2,5
HDR89,0,0
HDR8,4,5
HDR90B,5,0
HDR90C,5,0
HDR90,5,2
HDR9,1,0
HMR107,5,4
HMR109,5,0
HMR10,0,0
HMR111,5,5
HMR112,0,0
HMR113,5,2
HMR114,5,0
HMR115,5,0
HMR116,4,3
HMR117,0,0
HMR118,5,5
HMR119,0,0
HMR11,5,5
HMR121,0,0
HMR122,2,2
HMR124,4,4
HMR125,0,0
HMR126,0,0
HMR128,0,0
HMR12,5,5
HMR130,0,0
HMR131,2,0
HMR132,4,4
HMR133,0,0
HMR134,2,2
HMR135,0,0
HMR136,5,0
HMR137,0,0
HMR138,4,0
HMR139,5,5
HMR13,0,0
HMR140A,2,2
HMR140,5,0
HMR141,5,2
HMR142,0,0
HMR143,4,5
HMR144,0,0
HMR145,0,0
HMR146,5,0
HMR147,0,0
HMR148,0,0
HMR149,0,0
HMR14,5,5
HMR151,5,2
HMR152,0,0
HMR153,4,4
HMR157A,0,0
HMR15,4,4
HMR16,4,4
HMR171A,5,0
HMR171,0,0
HMR173A,5,3
HMR173,0,0
HMR179,5,5
HMR17,5,0
HMR180,5,5
HMR193A,4,5
HMR193,3,4
HMR1,2,2
HMR2,4,4
HMR3,5,5
HMR4,5,5
HMR52,5,3
HMR53,5,2
HMR5,3,2
HMR61,4,4
HMR62,5,5
HMR64,4,5
HMR65,5,5
HMR66,5,5
HMR6,3,3
HMR73,5,5
HMR7,0,0
HMR80,0,0
HMR84,3,4
HMR89,0,0
HMR8,0,0
HMR91,4,4
HMR9,2,2
HR1000,5,0
HR1004,5,3
HR1005,5,3
HR1006,0,0
HR1007,5,0
HR1008,0,0
HR1011,5,0
HR1012,5,0
HR1022,5,3
HR1025,5,3
HR1027,5,3
HR1033,5,5
HR1034,5,0
HR1036,5,0
HR1037,5,3
HR1038,5,5
HR1041,5,0
HR1046,5,3
HR1049,3,0
HR1052,5,3
HR1053,5,0
HR1061,5,0
HR1066,5,3
HR1070,5,3
HR1080,5,0
HR1086,5,0
HR1088,5,0
HR10,5,0
HR1102,3,0
HR1104,3,3
HR1106,5,3
HR1107,5,3
HR1110,5,0
HR1112,5,3
HR1113,5,5
HR1115,5,0
HR1120,3,0
HR1121,5,0
HR1123,3,0
HR1126,3,0
HR1127,3,0
HR1130,5,0
HR1131,5,5
HR1133,3,0
HR1135,5,0
HR1137,2,2
HR1140,5,0
HR1141,5,0
HR1143,5,0
HR1144,5,0
HR1145,5,0
HR1169,5,0
HR1171,3,0
HR1204,5,0
HR1205,0,3
HR1219,5,0
HR1222,3,0
HR1223,5,0
HR1227,5,0
HR1228,5,0
HR1244,5,5
HR1250,5,5
HR1251,5,0
HR126,5,0
HR1273,5,0
HR1279,5,0
HR1282,5,0
HR1287,3,0
HR1293,3,3
HR1301,5,0
HR1302,5,0
HR1324,3,0
HR1329,5,0
HR1367,5,3
HR1370,3,0
HR1371,5,5
HR1372,5,5
HR1384,5,3
HR1406,5,3
HR1408,5,5
HR1409,5,5
HR1411,5,0
HR1419,3,0
HR144,5,0
HR1450,3,3
HR1452,5,1
HR1456,3,3
HR1471,5,2
HR1477,5,5
HR1478,3,2
HR1480,5,5
HR1495,3,2
HR1502,5,0
HR1504,5,0
HR1506,3,3
HR1514,3,5
HR151,5,3
HR1530,5,5
HR1535,1,1
HR1537,5,0
HR1538,5,5
HR1548,5,3
HR1551,5,2
HR1552,5,1
HR1553,5,0
HR156,5,5
HR1572,5,5
HR1576,3,0
HR1577,3,0
HR1585,3,0
HR1598,5,0
HR1630,3,3
HR1632,5,0
HR1634,5,3
HR1652,3,5
HR1653,5,2
HR1660,5,0
HR1664,5,0
HR1665,3,0
HR1684,3,5
HR1686,5,0
HR1688,5,4
HR1703,5,4
HR1705,5,5
HR1707,5,0
HR1710,5,0
HR1719,5,0
HR1722,5,0
HR1736,5,5
HR1737,4,5
HR1738,5,0
HR1746,5,0
HR1757,5,5
HR1765,5,5
HR1768,5,3
HR1776,3,5
HR1777,4,0
HR1796,3,5
HR17,5,0
HR1803,3,3
HR1818,3,0
HR1821,3,5
HR1826,5,0
HR1827,2,5
HR1833,5,0
HR1837,3,5
HR1851,5,0
HR1854,5,0
HR1859,5,3
HR1860,3,0
HR1864,5,0
HR1865,5,4
HR1866,3,0
HR1868,5,3
HR1870,3,0
HR1873,5,3
HR1886,2,0
HR1891,5,0
HR1906,5,5
HR1913,3,0
HR1918,5,0
HR1920,3,0
HR1922,5,0
HR1923,5,0
HR1924,5,0
HR1926,4,0
HR1933,5,0
HR1947,4,5
HR1948,4,0
HR1949,5,2
HR1952,5,0
HR1954,5,2
HR1956,5,0
HR1957,5,0
HR1958,3,5
HR1962,5,5
HR1963,5,5
HR1964,5,3
HR1965,5,2
HR1968,5,0
HR1969,5,4
HR1972,5,5
HR1973,5,5
HR1974,5,5
HR1976,5,5
HR1979,5,5
HR1980,5,5
HR1981,5,0
HR1982,3,0
HR1987,5,3
HR1990,5,0
HR1991,5,4
HR1995,5,0
HR2000,3,5
HR2002,5,0
HR2006,5,4
HR2007,4,0
HR2008,5,5
HR2009,5,1
HR2015,5,4
HR2017,5,0
HR2022,3,0
HR2023,5,0
HR2024,5,0
HR2027,5,3
HR2029,5,3
HR2033,4,0
HR2036,5,0
HR2037,5,5
HR2039,5,5
HR2044,3,0
HR2045,5,5
HR2046,3,0
HR2050,4,0
HR2051,5,5
HR2053,5,5
HR2056,5,1
HR2060,5,3
HR2061,5,0
HR2068,4,0
HR2070,4,1
HR2072,3,2
HR2075,5,3
HR2078,4,5
HR2079,5,0
HR2081,5,0
HR2086,5,0
HR2087,5,1
HR2089,5,3
HR2095,5,1
HR2096,4,3
HR2100,5,0
HR2106,5,5
HR2108,5,0
HR2112,2,0
HR2113,4,5
HR2115,4,1
HR2117,4,5
HR2118,4,3
HR2130,5,5
HR2132,3,0
HR2137,3,0
HR2138,4,0
HR2145,5,0
HR2146,5,0
HR2148,5,0
HR2150,5,5
HR2151,5,3
HR2155,5,3
HR2156,3,0
HR2161,5,0
HR2164,5,0
HR2165,5,0
HR2207,3,0
HR2224,3,3
HR2285,5,5
HR2286,4,0
HR2291,5,0
HR2292,5,5
HR2299,5,5
HR2306,3,0
HR2313,5,0
HR2320,4,5
HR2330,2,3
HR2335,3,5
HR2338,4,0
HR2341,5,0
HR2342,2,4
HR2343,3,5
HR2348,5,0
HR2350,5,5
HR2357,5,2
HR2376,2,0
HR2381,5,0
HR2382,4,4
HR2386,5,0
HR2392,5,3
HR2394,4,0
HR2404,5,0
HR2405,5,2
HR2413,5,5
HR2424,3,5
HR2427,3,3
HR2429,3,5
HR2447,5,0
HR2457,4,0
HR2465,3,0
HR2473,3,5
HR247,5,3
HR2480,5,0
HR2488,5,0
HR2495,2,1
HR2496,2,5
HR24,5,5
HR2501,5,0
HR2514,2,5
HR259,5,0
HR269,5,3
HR2845,0,0
HR2873A,1,4
HR2873B,5,5
HR287,5,0
HR2882,0,0
HR2883,5,2
HR2885A,5,1
HR2886,5,2
HR2887,0,0
HR2889,5,2
HR2890,4,5
HR2891,4,3
HR2894,4,5
HR2896,5,2
HR2897,5,2
HR2898,4,5
HR2904,5,4
HR2906,5,4
HR2908,0,0
HR2910,4,0
HR2911,1,2
HR2912,3,0
HR2913,4,5
HR2914,2,3
HR2917,3,5
HR2918,5,2
HR2920,3,0
HR2921,5,3
HR2922,2,2
HR2924,5,1
HR2925A,4,2
HR2926,1,1
HR2928,0,0
HR2929,4,1
HR2930,1,1
HR2932,5,3
HR2934,0,0
HR2935,3,0
HR2939,3,3
HR2951,1,3
HR2957A,5,1
HR2965,5,2
HR2970,4,5
HR2976,0,0
HR2977,0,0
HR2978,3,5
HR2982A,5,2
HR2990,3,5
HR2994,0,0
HR3000,4,4
HR3002,5,2
HR3007,5,4
HR3010,0,0
HR3017,4,2
HR3018,5,5
HR3023A,0,0
HR3028,5,3
HR3030,0,0
HR3038A,5,1
HR3045,3,3
HR3046,0,0
HR3047,0,0
HR3050A,4,5
HR3051,5,5
HR3056,0,0
HR3057,5,5
HR3058,5,4
HR3063,0,0
HR3065,2,3
HR3066,0,0
HR3067,5,0
HR3069A,3,3
HR3070,5,4
HR3072,0,0
HR3073,2,0
HR3074,4,4
HR3081A,1,5
HR3084A,1,5
HR3085,3,5
HR3086,4,1
HR3088,0,0
HR3091,3,3
HR3096,5,0
HR3098,0,0
HR3104A,5,1
HR3107,4,0
HR3111,0,0
HR3112B,0,0
HR3123,1,3
HR3124,5,0
HR3131,5,1
HR3134,5,5
HR3135,5,5
HR3136,5,4
HR3140,4,5
HR3141,2,2
HR3149,4,4
HR3153,5,5
HR3156,5,0
HR3159,5,5
HR3170,0,0
HR3171,0,0
HR3172,0,0
HR3173A,3,5
HR3175,5,5
HR3176,0,0
HR3178,5,5
HR3179,5,3
HR324,5,0
HR330,5,0
HR3319,0,0
HR3320,5,0
HR3321A,5,1
HR3366C,5,2
HR3376B,5,3
HR337,5,0
HR3423E,4,2
HR3438F,5,1
HR3445C,5,0
HR3461D,5,5
HR3466D,2,5
HR3500C,0,0
HR3548D,3,5
HR3580C,5,2
HR3591B,5,2
HR3597B,0,0
HR3602B,5,2
HR3629D,4,2
HR3635G,5,2
HR3646E,3,2
HR3651D,3,5
HR369,5,0
HR376,5,0
HR377,5,0
HR424,5,5
HR42,5,2
HR4394C,3,5
HR4403C,5,5
HR4456D,4,3
HR4459C,2,5
HR4479C,3,2
HR4515B,5,2
HR4523B,0,0
HR4635B,2,5
HR4660B,3,5
HR4694B,4,3
HR4730A,5,5
HR4730,4,4
HR532,5,3
HR535,5,0
HR54,5,5
HR5513A,3,3
HR5514A,5,5
HR5516A,0,0
HR5517A,2,0
HR5518A,4,5
HR5521A,5,2
HR5522A,4,5
HR5523A,3,3
HR5524A,3,5
HR5525A,5,0
HR5526A,0,0
HR5527A,2,5
HR5528A,5,2
HR5529A,5,3
HR5530A,4,5
HR5531A,2,5
HR5532A,5,4
HR5533A,1,5
HR5534A,5,2
HR5536A,4,3
HR5537A,0,0
HR5538A,2,3
HR5539A,4,2
HR5540A,5,2
HR5541A,2,5
HR5542A,0,0
HR5543A,3,2
HR5544A,2,5
HR5545A,5,4
HR5546A,4,5
HR5547A,5,1
HR5548A,0,0
HR5549A,2,5
HR5550A,5,3
HR5551A,5,2
HR5552A,0,0
HR5553A,4,3
HR5554A,1,1
HR5555A,5,5
HR5556A,3,1
HR5557A,2,1
HR5558A,5,1
HR5559A,3,5
HR5560A,3,1
HR5561A,5,1
HR5562A,3,5
HR5563A,5,5
HR5564A,3,5
HR5566A,1,5
HR5569A,3,5
HR5570A,2,5
HR5571A,2,5
HR5572A,1,5
HR558,5,0
HR559,5,0
HR561,5,0
HR562,5,0
HR563,5,0
HR564,5,3
HR575,3,0
HR578,5,2
HR580,5,0
HR583,3,0
HR590,3,3
HR599,5,3
HR606,5,5
HR610,2,2
HR611,3,0
HR623,5,0
HR624,5,0
HR633,5,2
HR636,5,0
HR637,5,0
HR639,5,5
HR642,1,0
HR653,5,0
HR657,3,0
HR661,5,5
HR669,5,0
HR678,3,3
HR686,3,3
HR688,4,0
HR689,1,3
HR68,5,1
HR708,5,0
HR77,3,3
HR797,3,3
HR79,3,0
HR803,5,0
HR807,4,0
HR811,3,5
HR812,1,3
HR815,0,0
HR820,0,0
HR824,5,5
HR828,0,3
HR830,5,0
HR833,5,3
HR839,3,0
HR844,5,4
HR845,5,5
HR850,3,3
HR856,3,0
HR857,3,0
HR858,1,1
HR860,1,0
HR863,5,3
HR865,5,2
HR866,5,0
HR867,5,0
HR86,5,0
HR881,0,0
HR884,5,2
HR894,5,3
HR897,5,5
HR911,5,3
HR919,5,5
HR922,2,5
HR923,3,2
HR924,3,0
HR925,5,0
HR926,5,0
HR927,3,0
HR930,3,5
HR937,3,0
HR938,5,3
HR939,5,5
HR942,5,1
HR944,5,0
HR945,5,5
HR947,5,0
HR949,1,5
HR952,5,2
HR953,5,5
HR955,5,1
HR956,5,5
HR957,5,3
HR958,0,0
HR961,5,1
HR963,5,3
HR965,1,0
HR966,5,2
HR969,0,3
HR970,5,3
HR971,3,3
HR972,2,3
HR977,0,3
HR978,0,0
HR979,3,3
HR983,3,3
HR990,5,2
HR994,0,0
HR995,0,2
HR996,0,4
HR997,5,5
HR998,5,5
HSR107,4,0
HSR108,0,0
HSR109,0,0
HSR10,3,0
HSR112,0,0
HSR118,0,0
HSR123,0,0
HSR128,4,3
HSR129,0,0
HSR12,0,0
HSR131,0,0
HSR133,0,0
HSR13,0,0
HSR14,3,5
HSR15,0,0
HSR16,3,2
HSR17,5,2
HSR18,0,0
HSR19,3,3
HSR1,0,0
HSR20,0,0
HSR22,0,0
HSR23,0,0
HSR25,3,3
HSR26,2,2
HSR27,0,0
HSR28,0,0
HSR29,0,0
HSR30,5,3
HSR31,0,0
HSR32,5,5
HSR33,1,2
HSR34,0,0
HSR36,3,3
HSR37,3,5
HSR38,2,3
HSR39,3,3
HSR3,0,0
HSR40,0,0
HSR41,0,0
HSR42,0,0
HSR43,0,0
HSR44,3,3
HSR45,0,0
HSR46,3,3
HSR47,1,1
HSR48,0,0
HSR49,3,1
HSR4,0,0
HSR50,3,3
HSR51,0,0
HSR52,2,0
HSR54,4,3
HSR55,5,3
HSR56,2,2
HSR57,4,3
HSR5,0,0
HSR6,0,0
HSR7,0,0
HSR8,0,2
HSR9,5,5
IR104,5,0
IR110A,5,0
IR111A,3,0
IR112A,2,0
IR113A,1,3
IR113,4,0
IR115A,0,0
IR116A,1,0
IR117A,1,3
IR118,4,0
IR119A,3,0
IR123,4,3
IR124,4,4
IR125,4,3
IR126,3,3
IR127,4,3
IR128,4,4
IR129,5,4
IR130,4,4
IR131,4,4
IR132A,4,3
IR132,0,0
IR133,0,0
IR134,4,0
IR135,3,2
IR136,1,1
IR138,5,0
IR139,3,2
IR140,4,0
IR141,5,4
IR142,4,2
IR143,4,0
IR144,4,0
IR145,3,0
IR146,5,4
IR156,0,0
IR159,4,3
IR160,3,2
IR162,5,0
IR163,4,0
IR165,4,1
IR166,5,4
IR167,3,5
IR169,5,5
IR170,0,0
IR172A,0,0
IR173,3,4
IR174,5,0
IR175,0,0
IR176,5,5
IR177,5,4
IR178,4,4
IR182,5,5
IR183,4,4
IR184,0,0
IR185,5,5
IR186A,5,5
IR186B,5,2
IR186,5,5
IR191,5,5
IR56,5,0
IR66,5,5
IR71,5,0
IR75,5,3
IR85,5,3
IR87,5,0
IR98,5,3
IR99,3,0
JR106,5,5
JR107,0,0
JR108,1,5
JR109,4,0
JR111,0,0
JR112,0,0
JR113,2,5
JR114,1,5
JR115,4,5
JR116,3,2
JR117,2,4
JR118,2,2
JR120,4,4
JR122,4,4
JR123,2,3
JR124,3,3
JR125,1,2
JR126,0,0
JR127,0,0
JR128,0,0
JR129,4,0
JR135,4,2
JR136A,4,0
JR136B,2,5
JR136C,3,5
JR136D,2,5
JR136E,2,0
JR136,0,0
JR137A,4,0
JR137B,5,1
JR137C,4,1
JR137,4,3
JR138,5,5
JR139,5,2
JR13,5,5
JR140,5,5
JR141,5,3
JR142,5,2
JR144,5,4
JR145,5,3
JR149,3,5
JR14,5,5
JR17,5,2
JR18,5,5
JR19,5,5
JR20,5,3
JR21A,3,3
JR21,5,5
JR22,0,0
JR23A,0,0
JR23,4,1
JR24A,3,0
JR24,4,4
JR25A,5,0
JR25,4,5
JR26A,3,3
JR26,3,1
JR27A,0,0
JR27,0,0
JR28A,5,0
JR28,5,5
JR2,3,3
JR30A,0,0
JR30,5,4
JR31,5,5
JR32A,0,0
JR32,5,5
JR33,5,3
JR34A,5,0
JR34,5,1
JR35A,0,2
JR36A,3,0
JR36,0,0
JR38A,2,0
JR38,5,5
JR39,5,0
JR40A,0,0
JR41A,1,1
JR41,0,0
JR42A,0,1
JR42,0,0
JR43A,0,0
JR43,5,1
JR44A,0,0
JR44,0,0
JR45A,1,3
JR46A,2,0
JR46,5,5
JR47A,1,0
JR47,0,0
JR48A,1,0
JR49A,0,0
JR49,5,0
JR50A,0,0
JR50,0,0
JR51,0,0
JR52A,0,0
JR52,3,5
JR53A,0,0
JR53,3,5
JR55A,1,0
JR56A,0,0
JR56,4,4
JR57A,1,0
JR57,0,0
JR59,0,0
JR60,5,3
JR61,5,5
JR62,3,5
JR63,5,1
JR64,5,0
JR65,3,5
JR66,5,0
JR67,0,0
JR68,4,3
JR69,0,0
JR70,0,0
JR71,4,4
JR72,5,4
JR73,0,0
JR74,4,5
JR75,0,0
JR76,3,5
JR77,2,2
JR78,0,0
JR79,0,0
KR105,5,5
KR107,5,0
KR108,5,5
KR110,5,2
KR113,5,5
KR121,5,5
KR48,5,2
KR56,5,5
KR57,5,5
KR61,5,5
KR70,5,1
KR71,4,2
KR72,2,2
KR75,5,5
KR77,4,5
KR79,4,2
KR82,2,0
KR84,0,0
KR85,4,4
KR87,0,0
KR88,5,0
KR89,4,5
KR90,4,5
KR95,2,2
KR96,5,5
KR97,5,2
KR98A,5,5
KR98B,4,0
KR98C,3,0
KR98,5,5
LAR10,5,4
LAR12,5,5
LAR15,4,4
LAR16,3,4
LAR17,5,5
LAR18,0,0
LAR19,5,5
LAR1,5,5
LAR22,3,3
LAR24,4,5
LAR25,5,5
LAR26A,5,2
LAR26B,5,3
LAR26C,4,4
LAR26,5,5
LAR27,0,0
LAR28A,2,0
LAR28B,5,2
LAR28C,5,5
LAR28,0,0
LAR31,3,0
LAR32,5,5
LAR33,5,5
LAR3,5,5
LAR43,5,5
LAR6,5,5
LAR7,3,1
LAR9,3,0
LBR16A,5,5
LBR16B,5,5
LBR18,5,5
LBR1,5,5
LBR23,5,0
LBR24,0,0
LBR27A,3,0
LBR27B,3,4
LBR27,4,5
LBR2,5,0
LBR3,5,0
LBR4,5,5
LBR6,5,3
LBR7,5,0
LBR8,5,0
LBR9,3,0
LCR10,3,0
LCR11,5,0
LCR13,5,5
LCR14,5,0
LCR15A,3,5
LCR19,5,5
LCR1,5,5
LCR20,4,5
LCR22A,3,0
LCR22,5,4
LCR29,5,5
LCR2,5,4
LCR3,0,0
LCR4,5,0
LCR5,5,3
LCR6,5,0
LCR7,5,0
LCR8,5,0
LGR100,0,0
LGR101,4,4
LGR104,0,0
LGR107,3,5
LGR109,3,2
LGR10,5,3
LGR110,5,4
LGR111A,0,0
LGR111B,0,0
LGR111C,5,1
LGR111D,5,1
LGR112,0,0
LGR113,5,3
LGR114,4,2
LGR115A,3,1
LGR115,5,2
LGR118,4,5
LGR11,0,0
LGR12,4,0
LGR130,3,5
LGR135A,0,0
LGR135,5,5
LGR138,3,5
LGR13,5,3
LGR14,0,0
LGR15,2,5
LGR16,0,0
LGR17,0,0
LGR19,0,0
LGR1,5,5
LGR20,5,5
LGR21,5,5
LGR22,5,5
LGR23,0,0
LGR24,5,5
LGR25,5,5
LGR26,4,4
LGR27,4,3
LGR28,1,0
LGR29,5,1
LGR2,5,0
LGR30,3,1
LGR31,2,0
LGR32,3,0
LGR33,4,2
LGR34A,4,3
LGR34,0,0
LGR35,0,0
LGR36,1,0
LGR37,5,1
LGR38,5,0
LGR39,3,0
LGR41,0,0
LGR42,5,3
LGR43,3,3
LGR44,4,0
LGR45,3,3
LGR46,0,0
LGR47,5,3
LGR48,5,2
LGR49,4,0
LGR4,5,2
LGR50,5,3
LGR51,5,0
LGR52,5,4
LGR53,5,0
LGR54,5,4
LGR55,0,0
LGR56,4,0
LGR5,5,0
LGR69,4,5
LGR6,0,0
LGR73,5,0
LGR74,2,1
LGR78,0,0
LGR79,0,0
LGR7,5,5
LGR81,0,0
LGR82,4,5
LGR86,0,0
LGR87,3,0
LGR88,0,0
LGR8,3,0
LGR90,0,0
LGR95,0,0
LGR96,3,2
LGR98,4,0
LGR99,5,5
LGR9,0,0
LKR101,5,5
LKR103,5,3
LKR105,5,5
LKR107,4,5
LKR108,5,1
LKR109,5,5
LKR110,5,0
LKR111,5,5
LKR113,3,2
LKR114,5,5
LKR115,4,2
LKR116,4,4
LKR126A,0,0
LKR12A,3,0
LKR4,5,5
LKR73,5,5
LKR84,5,5
LKR87,5,5
LKR93,5,5
LKR94,5,5
LKR95,5,3
LKR96A,5,5
LKR96B,0,0
LKR96C,4,4
LKR96D,4,4
LKR96,5,5
LKR97A,5,0
LKR97B,5,1
LKR97C,5,1
LKR97D,5,1
LKR97,5,5
LKR98,5,5
LKR99,5,4
LMR10,5,2
LMR11,5,5
LMR123,5,5
LMR128,5,5
LMR131,5,3
LMR132,5,5
LMR134A,5,0
LMR134B,5,1
LMR134C,5,1
LMR134D,5,0
LMR134,5,2
LMR139,5,5
LMR13,5,5
LMR140,5,0
LMR141,5,3
LMR142,5,5
LMR144,4,5
LMR145,4,5
LMR147,4,5
LMR148,4,0
LMR150,5,5
LMR152,5,5
LMR159A,5,0
LMR159B,5,5
LMR159C,5,5
LMR161,5,3
LMR18,5,4
LMR22,5,5
LMR23,5,0
LMR24,3,2
LMR25,5,0
LMR30,5,5
LMR32,5,5
LMR37,5,5
LMR41,5,5
LMR55A,3,3
LMR5,3,5
LMR6,5,5
LMR8,5,5
LMR9,3,3
LPR102,5,0
LPR103,3,1
LPR104,5,5
LPR106,4,5
LPR107,5,5
LPR108,5,4
LPR109,5,3
LPR10,5,2
LPR110,0,0
LPR111,0,0
LPR112,5,2
LPR113,5,1
LPR114,5,5
LPR11,0,0
LPR123A,0,0
LPR123B,3,5
LPR123,5,4
LPR127A,4,4
LPR12,4,0
LPR13,5,5
LPR14,5,4
LPR15,0,0
LPR16,5,3
LPR17,5,0
LPR18,5,5
LPR19,5,5
LPR1,5,3
LPR20,5,0
LPR22,5,5
LPR23,5,5
LPR24,5,3
LPR25,5,0
LPR27,5,3
LPR28,0,0
LPR29,5,0
LPR2,5,0
LPR30,4,4
LPR31,3,3
LPR32,5,1
LPR33,3,4
LPR34,3,3
LPR35,4,1
LPR36,5,5
LPR37,0,0
LPR38,5,4
LPR3,5,0
LPR45,5,4
LPR46,5,0
LPR4,5,5
LPR5,5,5
LPR63,5,5
LPR67,5,5
LPR6,5,5
LPR71,5,5
LPR7,0,0
LPR8,0,0
LPR94,5,2
LPR95A,5,2
LPR95B,0,0
LPR95C,0,0
LPR95,4,5
LPR96A,5,5
LPR96B,0,0
LPR96C,5,5
LPR96D,5,5
LPR96E,5,5
LPR96,5,0
LPR97,5,5
LPR99,4,0
LPR9,5,0
LR19,5,0
LR1,5,0
LR20,5,0
LR26,5,1
LR31,5,2
MAR100,5,1
MAR101,5,2
MAR102,2,1
MAR103,5,1
MAR104,5,1
MAR105,5,1
MAR106,4,4
MAR107,4,2
MAR108,0,0
MAR109,4,4
MAR110,2,0
MAR111,5,0
MAR112,4.5,0
MAR113,5,5
MAR114,5,5
MAR116,5,5
MAR117,5,5
MAR118,5,5
MAR119,2,0
MAR120,4.5,0
MAR121,3.5,3
MAR122,0,0
MAR123,3.5,5
MAR124,4,4
MAR125,0,0
MAR126,3.5,0
MAR127,4,4
MAR128,5,5
MAR129,0,0
MAR130,0,0
MAR131,1,1
MAR132,3,3
MAR133,0,0
MAR135,4,0
MAR136,2,5
MAR137,2,2
MAR176,5,4
MAR177,0,0
MAR178,5,5
MAR179,5,4
MAR182,5,5
MAR185,5,5
MAR187,3,3
MAR188,5,4
MAR189,5,5
MAR191,1,1
MAR193,5,4
MAR194,4,3
MAR196,3,0
MAR197,0,0
MAR198,4,3
MAR199,5,4
MAR200,4,3
MAR201,5,5
MAR205,5,5
MAR208,5,5
MAR210A,0,0
MAR210B,5,0
MAR210C,2,0
MAR211A,3,4
MAR211B,0,0
MAR211C,3,0
MAR211D,0,0
MAR211,4,3
MAR212A,0,0
MAR213,4,4
MAR214A,4,5
MAR214B,0,0
MAR214C,2,5
MAR214D,3,5
MAR214E,3,3
MAR214F,3,5
MAR214,5,5
MAR215,5,2
MAR216A,0,0
MAR216B,3,0
MAR217A,0,0
MAR217B,5,0
MAR217C,4,0
MAR218,4,0
